Weights:
0.23314256164336022, 0.07408645923475499
0.09532799542567238, 0.5837901324804103
0.2566815957391133, 0.5416572809324672
0.6393394512815954, 0.294286531452037
0.7513654517644976, 0.9944729653183639
0.6064952673598065, 0.8001832836494068
0.7658736963132379, 0.43685870586571296
0.2893416596980837, 0.02539333265570265
Bias:
0.09134270820338863, 0.7032625320946309
parameter ends

Rollout 0: 
state | action | reward
[-0.71 -0.24  1.72 -1.42 -2.2   2.72 -4.4  -0.64] | [-4.11 -0.92] | -1.3045464042928234
[-0.6  -0.41  1.69 -1.19 -2.26  2.68 -4.16 -1.  ] | [-3.96 -0.96] | -1.079998030768599
[-0.5  -0.58  1.64 -0.97 -2.31  2.65 -3.93 -1.32] | [-3.79 -0.98] | -0.8545669274169657
[-0.39 -0.73  1.58 -0.74 -2.35  2.64 -3.7  -1.62] | [-3.6  -0.99] | -0.6273389109876165
[-0.29 -0.87  1.51 -0.51 -2.38  2.64 -3.47 -1.89] | [-3.39 -0.98] | -0.3978641074861467
[-0.18 -1.01  1.43 -0.28 -2.4   2.64 -3.25 -2.13] | [-3.17 -0.95] | -0.16753697877322582
[-0.07 -1.13  1.34 -0.05 -2.4   2.64 -3.04 -2.35] | [-2.92 -0.91] | 0.060173015083177565
[ 0.03 -1.25  1.25  0.17 -2.37  2.64 -2.83 -2.53] | [-2.67 -0.84] | 0.2800063327997968
[ 0.14 -1.36  1.14  0.39 -2.31  2.63 -2.64 -2.66] | [-2.4  -0.76] | 0.4856514249345695
[ 0.24 -1.46  1.03  0.58 -2.23  2.61 -2.47 -2.73] | [-2.13 -0.68] | 0.6705744935572923
[ 0.34 -1.56  0.93  0.76 -2.12  2.59 -2.34 -2.72] | [-1.86 -0.59] | 0.8301314998339883
[ 0.45 -1.65  0.82  0.9  -2.    2.56 -2.25 -2.64] | [-1.61 -0.51] | 0.9637572360180717
[ 0.55 -1.74  0.72  1.02 -1.86  2.52 -2.21 -2.49] | [-1.39 -0.45] | 0.8826836838542473
[ 0.6  -1.76  0.59  0.82 -0.76  0.9   0.25 -3.49] | [-0.11  0.27] | 0.7118292262149118
[ 0.63 -1.75  0.47  0.63 -0.55  0.67  0.14 -2.42] | [-0.01  0.15] | 0.5707229765228384
[ 0.66 -1.75  0.39  0.52 -0.45  0.55  0.06 -1.81] | [0.03 0.07] | 0.490753624010854
[ 0.68 -1.74  0.32  0.46 -0.39  0.47  0.04 -1.5 ] | [0.06 0.02] | 0.44163227336227534
[ 0.7  -1.74  0.26  0.42 -0.33  0.4   0.08 -1.35] | [ 0.09 -0.01] | 0.40515232593964684
[ 0.71 -1.74  0.21  0.39 -0.27  0.32  0.15 -1.29] | [ 0.12 -0.01] | 0.3710175364075634
[ 0.72 -1.73  0.16  0.35 -0.21  0.24  0.25 -1.27] | [ 0.17 -0.01] | 0.33307047565840014
[ 0.73 -1.72  0.11  0.31 -0.14  0.13  0.38 -1.28] | [0.22 0.01] | 0.2873109568408871
[ 0.73 -1.7   0.06  0.26 -0.05  0.01  0.54 -1.3 ] | [0.28 0.03] | 0.23086923380984134
[ 0.73 -1.67  0.01  0.2   0.06 -0.15  0.73 -1.32] | [0.36 0.07] | 0.1626878005757214
[ 0.72 -1.64 -0.05  0.13  0.19 -0.34  0.97 -1.34] | [0.46 0.11] | 0.08408190997505655
[ 0.7  -1.59 -0.1   0.04  0.34 -0.57  1.25 -1.35] | [0.59 0.19] | -0.001881599626547249
[ 0.67 -1.54 -0.15 -0.04  0.54 -0.83  1.58 -1.34] | [0.76 0.29] | -0.08977119637850052
[ 0.63 -1.47 -0.21 -0.13  0.79 -1.15  1.97 -1.31] | [0.99 0.44] | -0.16999406242855475
[ 0.58 -1.38 -0.26 -0.2   1.11 -1.53  2.44 -1.22] | [1.33 0.66] | -0.2099717220645308
[ 0.51 -1.27 -0.3  -0.21  1.37 -1.81  2.67 -0.77] | [1.63 0.84] | -0.18996885235348432
[ 0.44 -1.17 -0.31 -0.16  1.56 -1.99  2.7  -0.05] | [1.91 0.97] | -0.12659397140466647
[ 0.35 -1.06 -0.3  -0.09  1.69 -2.11  2.62  0.73] | [2.15 1.08] | -0.04269718931311801
[ 0.27 -0.96 -0.26  0.    1.82 -2.22  2.58  1.33] | [2.38 1.22] | 0.05126986753642738
[ 0.18 -0.85 -0.2   0.1   1.93 -2.33  2.6   1.7 ] | [2.59 1.38] | 0.1550199220910391
[ 0.08 -0.75 -0.12  0.21  2.03 -2.42  2.66  1.9 ] | [2.78 1.56] | 0.26898631346766105
[-0.02 -0.64 -0.05  0.33  2.1  -2.49  2.72  1.99] | [2.95 1.73] | 0.3905724403031573
[-0.12 -0.53  0.04  0.45  2.13 -2.54  2.78  2.03] | [3.09 1.89] | 0.5145760999300861
[-0.22 -0.42  0.12  0.58  2.13 -2.57  2.82  2.03] | [3.19 2.02] | 0.6350424988596498
[-0.32 -0.31  0.2   0.69  2.09 -2.57  2.83  2.02] | [3.24 2.12] | 0.7469886244808188
[-0.43 -0.19  0.28  0.8   2.02 -2.56  2.83  2.01] | [3.27 2.19] | 0.8476878243908395
[-0.53 -0.08  0.36  0.9   1.93 -2.54  2.81  1.99] | [3.27 2.25] | 0.9361888698100915
[-0.63  0.03  0.44  0.98  1.83 -2.51  2.78  1.98] | [3.24 2.28] | 1.0121183975947334
[-0.73  0.14  0.52  1.05  1.72 -2.47  2.74  1.95] | [3.2  2.31] | 1.0752329347126397
[-0.83  0.25  0.59  1.1   1.61 -2.42  2.7   1.93] | [3.15 2.33] | 1.1252924521330865
[-0.92  0.36  0.67  1.15  1.49 -2.37  2.66  1.89] | [3.08 2.34] | 1.162148072810196
[-1.02  0.46  0.75  1.18  1.36 -2.31  2.61  1.85] | [3.   2.34] | 1.1858596614649821
[-1.11  0.57  0.82  1.19  1.24 -2.25  2.56  1.8 ] | [2.91 2.35] | 1.196793439010409
[-1.19  0.67  0.89  1.2   1.13 -2.18  2.51  1.75] | [2.82 2.35] | 1.195669319249022
[-1.28  0.77  0.96  1.19  1.01 -2.11  2.45  1.69] | [2.72 2.35] | 1.1835508784188877
[-1.36  0.87  1.02  1.18  0.9  -2.04  2.38  1.63] | [2.61 2.36] | 1.161787577720468
[-1.44  0.96  1.09  1.15  0.8  -1.97  2.32  1.58] | [2.5  2.36] | 1.1319256818335046
[-1.52  1.05  1.15  1.12  0.7  -1.89  2.25  1.52] | [2.38 2.35] | 1.0956050317261823
[-1.6   1.14  1.21  1.08  0.6  -1.82  2.18  1.47] | [2.27 2.35] | 1.0544563731820618
[-1.67  1.22  1.27  1.03  0.51 -1.75  2.11  1.42] | [2.15 2.35] | 1.010010112066108
[-1.74  1.31  1.32  0.99  0.42 -1.69  2.04  1.38] | [2.04 2.34] | 0.963623159943976
[-1.8   1.39  1.38  0.94  0.33 -1.63  1.97  1.35] | [1.92 2.33] | 0.9164265294163844
[-1.87  1.47  1.43  0.89  0.25 -1.58  1.91  1.32] | [1.81 2.31] | 0.8692929093320818
[-1.93  1.54  1.48  0.85  0.16 -1.53  1.85  1.29] | [1.69 2.29] | 0.822820804904494
[-1.99  1.61  1.54  0.8   0.08 -1.5   1.79  1.28] | [1.58 2.26] | 0.7773299892761399
[-2.05  1.68  1.59  0.76 -0.02 -1.47  1.74  1.28] | [1.46 2.21] | 0.732861794374627
[-2.11  1.75  1.64  0.57 -0.08 -1.25  1.42  1.42] | [1.23 2.2 ] | -0.08748009797368003
[-2.12  1.76  1.72 -0.3   0.06 -0.08 -0.29  2.3 ] | [0.45 2.34] | -0.18524548074254807
[-2.12  1.75  1.77 -0.06  0.3   0.2  -0.1  -0.24] | [0.38 2.92] | -0.043652415579656025
[-2.11  1.75  1.75 -0.04  0.28  0.16 -0.05 -0.23] | [0.4  2.88] | -0.03301709183127881
[-2.11  1.75  1.75 -0.03  0.25  0.09 -0.01 -0.06] | [0.41 2.82] | -0.02876829801279926
[-2.1   1.75  1.75 -0.03  0.23  0.07  0.   -0.01] | [0.42 2.79] | -0.03050219203562385
[-2.10e+00  1.75e+00  1.75e+00 -3.08e-02  2.25e-01  7.34e-02  3.24e-04
 -6.50e-04] | [0.41 2.79] | -0.03211455951965087
[-2.10e+00  1.75e+00  1.75e+00 -3.17e-02  2.20e-01  7.28e-02 -1.35e-04
  3.24e-05] | [0.41 2.78] | -0.032779230321916215
[-2.09e+00  1.75e+00  1.75e+00 -3.22e-02  2.15e-01  7.20e-02 -5.06e-05
  2.31e-05] | [0.4  2.77] | -0.0333273005955842
[-2.09e+00  1.75e+00  1.75e+00 -3.28e-02  2.10e-01  7.12e-02 -4.14e-05
  4.35e-06] | [0.4  2.77] | -0.03384327330407353
[-2.09e+00  1.75e+00  1.75e+00 -3.33e-02  2.05e-01  7.04e-02 -4.28e-05
 -1.26e-06] | [0.39 2.76] | -0.03430999668682286
[-2.09e+00  1.75e+00  1.75e+00 -3.37e-02  2.00e-01  6.97e-02 -4.06e-05
 -2.18e-06] | [0.39 2.76] | -0.034731512644771353
[-2.08e+00  1.75e+00  1.75e+00 -3.41e-02  1.96e-01  6.89e-02 -3.84e-05
 -2.13e-06] | [0.39 2.75] | -0.035112619081711594
[-2.08e+00  1.75e+00  1.75e+00 -3.45e-02  1.92e-01  6.82e-02 -3.66e-05
 -1.99e-06] | [0.38 2.75] | -0.035456821921289586
[-2.08e+00  1.75e+00  1.75e+00 -3.48e-02  1.88e-01  6.75e-02 -3.49e-05
 -1.87e-06] | [0.38 2.75] | -0.03576731059094453
[-2.07e+00  1.75e+00  1.75e+00 -3.51e-02  1.84e-01  6.68e-02 -3.32e-05
 -1.76e-06] | [0.38 2.74] | -0.036046983393856986
[-2.07e+00  1.75e+00  1.75e+00 -3.54e-02  1.81e-01  6.62e-02 -3.17e-05
 -1.66e-06] | [0.38 2.74] | -0.036298442864530864
[-2.07e+00  1.75e+00  1.75e+00 -3.56e-02  1.77e-01  6.55e-02 -3.03e-05
 -1.57e-06] | [0.37 2.73] | -0.03652403273205416
[-2.07e+00  1.75e+00  1.75e+00 -3.59e-02  1.74e-01  6.49e-02 -2.90e-05
 -1.49e-06] | [0.37 2.73] | -0.036725869333082514
[-2.06e+00  1.75e+00  1.75e+00 -3.61e-02  1.71e-01  6.43e-02 -2.77e-05
 -1.41e-06] | [0.37 2.73] | -0.036905867374669575
[-2.06e+00  1.75e+00  1.75e+00 -3.62e-02  1.68e-01  6.36e-02 -2.66e-05
 -1.33e-06] | [0.37 2.72] | -0.03706576243988293
[-2.06e+00  1.75e+00  1.75e+00 -3.64e-02  1.65e-01  6.30e-02 -2.54e-05
 -1.27e-06] | [0.36 2.72] | -0.0372071306439689
[-2.06e+00  1.75e+00  1.75e+00 -3.65e-02  1.62e-01  6.24e-02 -2.44e-05
 -1.20e-06] | [0.36 2.72] | -0.03733140580029283
[-2.05e+00  1.75e+00  1.75e+00 -3.66e-02  1.59e-01  6.19e-02 -2.34e-05
 -1.14e-06] | [0.36 2.71] | -0.03743989445881335
[-2.05e+00  1.75e+00  1.75e+00 -3.67e-02  1.56e-01  6.13e-02 -2.25e-05
 -1.09e-06] | [0.36 2.71] | -0.03753378911612471
[-2.05e+00  1.75e+00  1.75e+00 -3.68e-02  1.54e-01  6.07e-02 -2.16e-05
 -1.03e-06] | [0.36 2.71] | -0.03761417984820119
[-2.05e+00  1.75e+00  1.75e+00 -3.69e-02  1.51e-01  6.02e-02 -2.07e-05
 -9.86e-07] | [0.36 2.7 ] | -0.03768206457831189
[-2.04e+00  1.75e+00  1.75e+00 -3.70e-02  1.49e-01  5.97e-02 -1.99e-05
 -9.41e-07] | [0.35 2.7 ] | -0.03773835816120851
[-2.04e+00  1.75e+00  1.75e+00 -3.70e-02  1.47e-01  5.91e-02 -1.91e-05
 -8.98e-07] | [0.35 2.7 ] | -0.037783900437600555
[-2.04e+00  1.75e+00  1.75e+00 -3.71e-02  1.44e-01  5.86e-02 -1.84e-05
 -8.58e-07] | [0.35 2.7 ] | -0.03781946339099041
[-2.04e+00  1.75e+00  1.75e+00 -3.71e-02  1.42e-01  5.81e-02 -1.77e-05
 -8.20e-07] | [0.35 2.69] | -0.037845757519703836
[-2.04e+00  1.75e+00  1.75e+00 -3.71e-02  1.40e-01  5.76e-02 -1.71e-05
 -7.84e-07] | [0.35 2.69] | -0.037863437521587474
[-2.03e+00  1.75e+00  1.75e+00 -3.71e-02  1.38e-01  5.71e-02 -1.64e-05
 -7.50e-07] | [0.35 2.69] | -0.03787310737492919
[-2.03e+00  1.75e+00  1.75e+00 -3.71e-02  1.36e-01  5.67e-02 -1.58e-05
 -7.18e-07] | [0.35 2.69] | -0.03787532488825028
[-2.03e+00  1.75e+00  1.75e+00 -3.71e-02  1.34e-01  5.62e-02 -1.53e-05
 -6.88e-07] | [0.34 2.69] | -0.03787060578155149
[-2.03e+00  1.75e+00  1.75e+00 -3.71e-02  1.32e-01  5.57e-02 -1.47e-05
 -6.59e-07] | [0.34 2.68] | -0.03785942735367745
[-2.02e+00  1.75e+00  1.75e+00 -3.71e-02  1.30e-01  5.53e-02 -1.42e-05
 -6.32e-07] | [0.34 2.68] | -0.037842231783121794
[-2.02e+00  1.75e+00  1.75e+00 -3.71e-02  1.29e-01  5.48e-02 -1.37e-05
 -6.07e-07] | [0.34 2.68] | -0.037819429103653976
[-2.02e+00  1.75e+00  1.75e+00 -3.71e-02  1.27e-01  5.44e-02 -1.32e-05
 -5.82e-07] | [0.34 2.68] | -0.037791399891127585
[-2.02e+00  1.75e+00  1.75e+00 -3.70e-02  1.25e-01  5.40e-02 -1.28e-05
 -5.59e-07] | [0.34 2.68] | -0.03775849769287291
[-2.02e+00  1.75e+00  1.75e+00 -3.70e-02  1.23e-01  5.35e-02 -1.23e-05
 -5.37e-07] | [0.34 2.67] | -0.037721051227750504
[-2.01e+00  1.75e+00  1.75e+00 -3.70e-02  1.22e-01  5.31e-02 -1.19e-05
 -5.16e-07] | [0.34 2.67] | -0.03767936638127615
[-2.01e+00  1.75e+00  1.75e+00 -3.69e-02  1.20e-01  5.27e-02 -1.15e-05
 -4.96e-07] | [0.34 2.67] | -0.03763372801723737
[-2.01e+00  1.75e+00  1.75e+00 -3.69e-02  1.19e-01  5.23e-02 -1.11e-05
 -4.77e-07] | [0.34 2.67] | -0.03758440162505807
[-2.01e+00  1.75e+00  1.75e+00 -3.68e-02  1.17e-01  5.19e-02 -1.07e-05
 -4.59e-07] | [0.33 2.67] | -0.037531634819586296
[-2.00e+00  1.75e+00  1.75e+00 -3.68e-02  1.16e-01  5.15e-02 -1.04e-05
 -4.41e-07] | [0.33 2.67] | -0.03747565870825346
[-2.00e+00  1.75e+00  1.75e+00 -3.67e-02  1.14e-01  5.11e-02 -1.00e-05
 -4.25e-07] | [0.33 2.66] | -0.037416689138942257
[-2.00e+00  1.75e+00  1.75e+00 -3.67e-02  1.13e-01  5.08e-02 -9.67e-06
 -4.09e-07] | [0.33 2.66] | -0.03735492784015569
[-2.00e+00  1.75e+00  1.75e+00 -3.66e-02  1.12e-01  5.04e-02 -9.35e-06
 -3.94e-07] | [0.33 2.66] | -0.037290563464061635
[-2.00e+00  1.75e+00  1.75e+00 -3.65e-02  1.10e-01  5.00e-02 -9.04e-06
 -3.79e-07] | [0.33 2.66] | -0.03722377254176907
[-1.99e+00  1.75e+00  1.75e+00 -3.65e-02  1.09e-01  4.97e-02 -8.74e-06
 -3.65e-07] | [0.33 2.66] | -0.037154720359117925
[-1.99e+00  1.75e+00  1.75e+00 -3.64e-02  1.08e-01  4.93e-02 -8.46e-06
 -3.52e-07] | [0.33 2.66] | -0.037083561760456046
[-1.99e+00  1.75e+00  1.75e+00 -3.63e-02  1.07e-01  4.90e-02 -8.18e-06
 -3.39e-07] | [0.33 2.66] | -0.037010441887035464
[-1.99e+00  1.75e+00  1.75e+00 -3.63e-02  1.05e-01  4.86e-02 -7.91e-06
 -3.27e-07] | [0.33 2.65] | -0.036935496856162084
[-1.99e+00  1.75e+00  1.75e+00 -3.62e-02  1.04e-01  4.83e-02 -7.65e-06
 -3.15e-07] | [0.33 2.65] | -0.03685885438625759
[-1.98e+00  1.75e+00  1.75e+00 -3.61e-02  1.03e-01  4.79e-02 -7.40e-06
 -3.04e-07] | [0.33 2.65] | -0.03678063437286624
[-1.98e+00  1.75e+00  1.75e+00 -3.60e-02  1.02e-01  4.76e-02 -7.16e-06
 -2.93e-07] | [0.33 2.65] | -0.03670094941982993
[-1.98e+00  1.75e+00  1.75e+00 -3.59e-02  1.01e-01  4.73e-02 -6.93e-06
 -2.82e-07] | [0.33 2.65] | -0.036619905329589635
[-1.98e+00  1.75e+00  1.75e+00 -3.59e-02  9.98e-02  4.70e-02 -6.71e-06
 -2.72e-07] | [0.33 2.65] | -0.0365376015561727
[-1.98e+00  1.75e+00  1.75e+00 -3.58e-02  9.87e-02  4.66e-02 -6.49e-06
 -2.63e-07] | [0.32 2.65] | -0.03645413162408771
[-1.98e+00  1.75e+00  1.75e+00 -3.57e-02  9.77e-02  4.63e-02 -6.28e-06
 -2.53e-07] | [0.32 2.65] | -0.036369583515888836
[-1.97e+00  1.75e+00  1.75e+00 -3.56e-02  9.67e-02  4.60e-02 -6.08e-06
 -2.45e-07] | [0.32 2.64] | -0.03628404003123321
[-1.97e+00  1.75e+00  1.75e+00 -3.55e-02  9.57e-02  4.57e-02 -5.88e-06
 -2.36e-07] | [0.32 2.64] | -0.03619757911961737
[-1.97e+00  1.75e+00  1.75e+00 -3.54e-02  9.47e-02  4.54e-02 -5.69e-06
 -2.28e-07] | [0.32 2.64] | -0.03611027418906244
[-1.97e+00  1.75e+00  1.75e+00 -3.54e-02  9.37e-02  4.51e-02 -5.50e-06
 -2.20e-07] | [0.32 2.64] | -0.03602219439266873
[-1.97e+00  1.75e+00  1.75e+00 -3.53e-02  9.28e-02  4.48e-02 -5.33e-06
 -2.12e-07] | [0.32 2.64] | -0.035933404894838775
[-1.96e+00  1.75e+00  1.75e+00 -3.52e-02  9.19e-02  4.46e-02 -5.15e-06
 -2.04e-07] | [0.32 2.64] | -0.03584396711874602
[-1.96e+00  1.75e+00  1.75e+00 -3.51e-02  9.10e-02  4.43e-02 -4.99e-06
 -1.97e-07] | [0.32 2.64] | -0.03575393897659379
[-1.96e+00  1.75e+00  1.75e+00 -3.50e-02  9.01e-02  4.40e-02 -4.82e-06
 -1.90e-07] | [0.32 2.64] | -0.035663375083976115
[-1.96e+00  1.75e+00  1.75e+00 -3.49e-02  8.92e-02  4.37e-02 -4.67e-06
 -1.84e-07] | [0.32 2.64] | -0.0355723269595303
[-1.96e+00  1.75e+00  1.75e+00 -3.48e-02  8.84e-02  4.34e-02 -4.51e-06
 -1.77e-07] | [0.32 2.64] | -0.035480843211088034
[-1.96e+00  1.75e+00  1.75e+00 -3.47e-02  8.75e-02  4.32e-02 -4.37e-06
 -1.71e-07] | [0.32 2.63] | -0.035388969709349044
[-1.95e+00  1.75e+00  1.75e+00 -3.46e-02  8.67e-02  4.29e-02 -4.22e-06
 -1.65e-07] | [0.32 2.63] | -0.03529674974989039
[-1.95e+00  1.75e+00  1.75e+00 -3.45e-02  8.59e-02  4.26e-02 -4.08e-06
 -1.59e-07] | [0.32 2.63] | -0.03520422420456912
[-1.95e+00  1.75e+00  1.75e+00 -3.45e-02  8.51e-02  4.24e-02 -3.95e-06
 -1.53e-07] | [0.32 2.63] | -0.035111431662943185
[-1.95e+00  1.75e+00  1.75e+00 -3.44e-02  8.43e-02  4.21e-02 -3.82e-06
 -1.48e-07] | [0.32 2.63] | -0.03501840856453002
[-1.95e+00  1.75e+00  1.75e+00 -3.43e-02  8.35e-02  4.19e-02 -3.69e-06
 -1.43e-07] | [0.32 2.63] | -0.0349251893225779
[-1.95e+00  1.75e+00  1.75e+00 -3.42e-02  8.28e-02  4.16e-02 -3.57e-06
 -1.38e-07] | [0.32 2.63] | -0.03483180643984788
[-1.94e+00  1.75e+00  1.75e+00 -3.41e-02  8.20e-02  4.14e-02 -3.45e-06
 -1.33e-07] | [0.32 2.63] | -0.03473829061714848
[-1.94e+00  1.75e+00  1.75e+00 -3.40e-02  8.13e-02  4.11e-02 -3.33e-06
 -1.28e-07] | [0.32 2.63] | -0.03464467085497661
[-1.94e+00  1.75e+00  1.75e+00 -3.39e-02  8.06e-02  4.09e-02 -3.22e-06
 -1.23e-07] | [0.32 2.63] | -0.034550974548879614
[-1.94e+00  1.75e+00  1.75e+00 -3.38e-02  7.99e-02  4.07e-02 -3.11e-06
 -1.19e-07] | [0.32 2.63] | -0.03445722757881453
[-1.94e+00  1.75e+00  1.75e+00 -3.37e-02  7.92e-02  4.04e-02 -3.00e-06
 -1.14e-07] | [0.32 2.63] | -0.034363454393152755
[-1.94e+00  1.75e+00  1.75e+00 -3.36e-02  7.85e-02  4.02e-02 -2.90e-06
 -1.10e-07] | [0.32 2.63] | -0.03426967808744001
[-1.93e+00  1.75e+00  1.75e+00 -3.35e-02  7.78e-02  4.00e-02 -2.79e-06
 -1.06e-07] | [0.32 2.62] | -0.034175920478476646
[-1.93e+00  1.75e+00  1.75e+00 -3.34e-02  7.72e-02  3.97e-02 -2.70e-06
 -1.02e-07] | [0.32 2.62] | -0.03408220217386724
[-1.93e+00  1.75e+00  1.75e+00 -3.33e-02  7.65e-02  3.95e-02 -2.60e-06
 -9.81e-08] | [0.32 2.62] | -0.03398854263750474
[-1.93e+00  1.75e+00  1.75e+00 -3.32e-02  7.59e-02  3.93e-02 -2.51e-06
 -9.44e-08] | [0.32 2.62] | -0.033894960251093835
[-1.93e+00  1.75e+00  1.75e+00 -3.31e-02  7.53e-02  3.91e-02 -2.42e-06
 -9.08e-08] | [0.32 2.62] | -0.03380147237215668
[-1.93e+00  1.75e+00  1.75e+00 -3.31e-02  7.46e-02  3.89e-02 -2.33e-06
 -8.72e-08] | [0.32 2.62] | -0.033708095388531485
[-1.92e+00  1.75e+00  1.75e+00 -3.30e-02  7.40e-02  3.86e-02 -2.24e-06
 -8.38e-08] | [0.32 2.62] | -0.03361484476980721
[-1.92e+00  1.75e+00  1.75e+00 -3.29e-02  7.34e-02  3.84e-02 -2.16e-06
 -8.05e-08] | [0.32 2.62] | -0.03352173511574928
[-1.92e+00  1.75e+00  1.75e+00 -3.28e-02  7.28e-02  3.82e-02 -2.08e-06
 -7.72e-08] | [0.31 2.62] | -0.03342878020197651
[-1.92e+00  1.75e+00  1.75e+00 -3.27e-02  7.22e-02  3.80e-02 -2.00e-06
 -7.41e-08] | [0.31 2.62] | -0.03333599302296099
[-1.92e+00  1.75e+00  1.75e+00 -3.26e-02  7.17e-02  3.78e-02 -1.92e-06
 -7.10e-08] | [0.31 2.62] | -0.03324338583279425
[-1.92e+00  1.75e+00  1.75e+00 -3.25e-02  7.11e-02  3.76e-02 -1.85e-06
 -6.81e-08] | [0.31 2.62] | -0.03315097018339748
[-1.92e+00  1.75e+00  1.75e+00 -3.24e-02  7.05e-02  3.74e-02 -1.77e-06
 -6.52e-08] | [0.31 2.62] | -0.03305875696084122
[-1.91e+00  1.75e+00  1.75e+00 -3.23e-02  7.00e-02  3.72e-02 -1.70e-06
 -6.24e-08] | [0.31 2.62] | -0.032966756419485606
[-1.91e+00  1.75e+00  1.75e+00 -3.22e-02  6.94e-02  3.70e-02 -1.63e-06
 -5.97e-08] | [0.31 2.62] | -0.032874978214351425
[-1.91e+00  1.75e+00  1.75e+00 -3.21e-02  6.89e-02  3.68e-02 -1.56e-06
 -5.70e-08] | [0.31 2.62] | -0.03278343143164947
[-1.91e+00  1.75e+00  1.75e+00 -3.20e-02  6.84e-02  3.66e-02 -1.50e-06
 -5.44e-08] | [0.31 2.61] | -0.032692124617656575
[-1.91e+00  1.75e+00  1.75e+00 -3.20e-02  6.79e-02  3.64e-02 -1.43e-06
 -5.19e-08] | [0.31 2.61] | -0.03260106580610446
[-1.91e+00  1.75e+00  1.75e+00 -3.19e-02  6.73e-02  3.63e-02 -1.37e-06
 -4.95e-08] | [0.31 2.61] | -0.03251026254394789
[-1.91e+00  1.75e+00  1.75e+00 -3.18e-02  6.68e-02  3.61e-02 -1.31e-06
 -4.71e-08] | [0.31 2.61] | -0.03241972191590599
[-1.90e+00  1.75e+00  1.75e+00 -3.17e-02  6.63e-02  3.59e-02 -1.25e-06
 -4.48e-08] | [0.31 2.61] | -0.03232945056760425
[-1.90e+00  1.75e+00  1.75e+00 -3.16e-02  6.58e-02  3.57e-02 -1.19e-06
 -4.25e-08] | [0.31 2.61] | -0.0322394547275391
[-1.90e+00  1.75e+00  1.75e+00 -3.15e-02  6.54e-02  3.55e-02 -1.13e-06
 -4.03e-08] | [0.31 2.61] | -0.032149740227848125
[-1.90e+00  1.75e+00  1.75e+00 -3.14e-02  6.49e-02  3.53e-02 -1.08e-06
 -3.82e-08] | [0.31 2.61] | -0.03206031252401883
[-1.90e+00  1.75e+00  1.75e+00 -3.13e-02  6.44e-02  3.52e-02 -1.02e-06
 -3.61e-08] | [0.31 2.61] | -0.031971176713596915
[-1.90e+00  1.75e+00  1.75e+00 -3.12e-02  6.39e-02  3.50e-02 -9.72e-07
 -3.41e-08] | [0.31 2.61] | -0.031882337553854896
[-1.90e+00  1.75e+00  1.75e+00 -3.11e-02  6.35e-02  3.48e-02 -9.20e-07
 -3.21e-08] | [0.31 2.61] | -0.03179379947859854
[-1.89e+00  1.75e+00  1.75e+00 -3.11e-02  6.30e-02  3.46e-02 -8.70e-07
 -3.02e-08] | [0.31 2.61] | -0.03170556661413317
[-1.89e+00  1.75e+00  1.75e+00 -3.10e-02  6.26e-02  3.45e-02 -8.21e-07
 -2.83e-08] | [0.31 2.61] | -0.031617642794356283
[-1.89e+00  1.75e+00  1.75e+00 -3.09e-02  6.21e-02  3.43e-02 -7.73e-07
 -2.65e-08] | [0.31 2.61] | -0.03153003157513179
[-1.89e+00  1.75e+00  1.75e+00 -3.08e-02  6.17e-02  3.41e-02 -7.26e-07
 -2.47e-08] | [0.31 2.61] | -0.03144273624791795
[-1.89e+00  1.75e+00  1.75e+00 -3.07e-02  6.13e-02  3.40e-02 -6.81e-07
 -2.30e-08] | [0.31 2.61] | -0.03135575985269885
[-1.89e+00  1.75e+00  1.75e+00 -3.06e-02  6.08e-02  3.38e-02 -6.36e-07
 -2.13e-08] | [0.31 2.61] | -0.0312691051903247
[-1.89e+00  1.75e+00  1.75e+00 -3.05e-02  6.04e-02  3.37e-02 -5.93e-07
 -1.96e-08] | [0.31 2.61] | -0.03118277483412203
[-1.88e+00  1.75e+00  1.75e+00 -3.05e-02  6.00e-02  3.35e-02 -5.50e-07
 -1.80e-08] | [0.31 2.61] | -0.03109677114108461
[-1.88e+00  1.75e+00  1.75e+00 -3.04e-02  5.96e-02  3.33e-02 -5.09e-07
 -1.65e-08] | [0.31 2.61] | -0.03101109626238399
[-1.88e+00  1.75e+00  1.75e+00 -3.03e-02  5.92e-02  3.32e-02 -4.68e-07
 -1.49e-08] | [0.31 2.61] | -0.030925752153404946
[-1.88e+00  1.75e+00  1.75e+00 -3.02e-02  5.88e-02  3.30e-02 -4.29e-07
 -1.35e-08] | [0.31 2.61] | -0.03084074058330022
[-1.88e+00  1.75e+00  1.75e+00 -3.01e-02  5.84e-02  3.29e-02 -3.90e-07
 -1.20e-08] | [0.31 2.6 ] | -0.030756063144108815
[-1.88e+00  1.75e+00  1.75e+00 -3.00e-02  5.80e-02  3.27e-02 -3.52e-07
 -1.06e-08] | [0.31 2.6 ] | -0.030671721259326757
[-1.88e+00  1.75e+00  1.75e+00 -2.99e-02  5.76e-02  3.26e-02 -3.15e-07
 -9.20e-09] | [0.31 2.6 ] | -0.030587716192168907
[-1.88e+00  1.75e+00  1.75e+00 -2.99e-02  5.72e-02  3.24e-02 -2.79e-07
 -7.85e-09] | [0.31 2.6 ] | -0.030504049053427382
